n,events,non_events,responders,prevalence,p_base,p_event,p_fisher,or,ci.low,ci.high
320,162,158,50,0.5,0.2,0.1,0.000178026212745902,0.286417035389696,0.133375370741827,0.581005798394481
320,4,316,54,0.01,0.2,0.01,1,0,0,7.52947620193525
320,18,302,60,0.05,0.2,0.01,0.0302182669784697,0,0,0.951769367765013
320,25,295,70,0.1,0.2,0.01,0.0222135711716893,0.136963091691531,0.00327597917074708,0.871863408453907
320,82,238,55,0.3,0.2,0.01,7.00679049706452e-07,0.0422775897597531,0.00103784530950551,0.255181720406749
320,175,145,27,0.5,0.2,0.01,2.03479295516165e-06,0.0885120787398203,0.0166836662459622,0.301211556416629
320,4,316,63,0.01,0.2,0,1,0,0,6.2186349161777
320,18,302,49,0.05,0.2,0,0.0868046198874072,0,0,1.22515797138267
320,22,298,62,0.1,0.2,0,0.0107893465501304,0,0,0.721150309464392
320,96,224,46,0.3,0.2,0,2.94172953123662e-08,0,0,0.160019772480738
320,163,157,31,0.5,0.2,0,4.85997618204027e-11,0,0,0.100773249038082
340,3,337,137,0.01,0.4,0.4,1,0.739605776525182,0.0124408736260036,14.3375344923872
340,18,322,144,0.05,0.4,0.4,1,1.09382565616297,0.364815450480781,3.17004566270463
340,36,304,140,0.1,0.4,0.4,0.153458405150639,1.68759092711193,0.795195583690106,3.60885590866314
340,102,238,137,0.3,0.4,0.4,0.717548175250501,1.11611466326071,0.676367982033411,1.83462381111413
340,171,169,133,0.5,0.4,0.4,0.14853152199965,0.711577311451136,0.448097313255145,1.12682378262956
340,5,335,125,0.01,0.4,0.2,1,1.14856823749952,0.0946901054958887,10.1718193404142
340,22,318,139,0.05,0.4,0.2,0.261848081787749,0.522550623405618,0.163035524650793,1.45239896407819
340,35,305,133,0.1,0.4,0.2,0.00548106032494544,0.290893724505173,0.0958708677604718,0.740862476161533
340,92,248,116,0.3,0.4,0.2,0.0201263882262801,0.515856225471282,0.284399652160603,0.909307855845716
340,175,165,102,0.5,0.4,0.2,4.99074518488483e-07,0.286126310816513,0.167608755077265,0.480188538158812
340,5,335,125,0.01,0.4,0.1,0.162438308042526,0,0,1.86680430017735
340,11,329,142,0.05,0.4,0.1,0.0290389246394259,0.133900026855807,0.00305550888417889,0.960524971778961
340,27,313,133,0.1,0.4,0.1,0.000291579064842851,0.111660780578373,0.012604401150041,0.460826756369279
340,116,224,99,0.3,0.4,0.1,4.54215164411355e-11,0.125912376442588,0.0532726347120593,0.265108830545969
340,161,179,87,0.5,0.4,0.1,6.56149483020984e-13,0.125386489578199,0.0605189833328091,0.242431937539691
340,0,340,,0.01,0.4,0.01,1,,,
340,14,326,122,0.05,0.4,0.01,0.00282766158371413,0,0,0.516565765514413
340,30,310,126,0.1,0.4,0.01,4.82923780125462e-07,0,0,0.196432634884207
340,109,231,95,0.3,0.4,0.01,4.70698052948094e-18,0.01360248918938,0.000340373013007148,0.0804106416095007
340,187,153,67,0.5,0.4,0.01,3.32163180868409e-21,0.031521778904555,0.00810617015550265,0.0887288927968504
340,6,334,139,0.01,0.4,0,0.0851368285913917,0,0,1.21453595788781
340,17,323,113,0.05,0.4,0,0.00107775800490522,0,0,0.462140574996325
340,34,306,131,0.1,0.4,0,2.57682658625521e-08,0,0,0.157446333401368
340,111,229,93,0.3,0.4,0,4.99509703735178e-20,0,0,0.0513974767189616
340,168,172,76,0.5,0.4,0,8.39790819159153e-28,0,0,0.0295334787402656
340,3,337,67,0.01,0.2,0.4,1,0,0,9.92019844682485
340,19,321,73,0.05,0.2,0.4,0.0393315254601607,2.85325166896383,0.954924310484481,8.15569529497737
340,36,304,70,0.1,0.2,0.4,0.128669747249403,1.82333703409971,0.764817029822042,4.10695651702685
340,99,241,83,0.3,0.2,0.4,6.56243387257834e-06,3.33587506591462,1.92088419567681,5.81579641027976
340,167,173,109,0.5,0.2,0.4,2.5353616508983e-05,2.77714905573548,1.68874314071379,4.6214806076176
340,3,337,65,0.01,0.2,0.2,1,0,0,10.3039839194692
340,21,319,71,0.05,0.2,0.2,0.781672067091499,1.19727233075591,0.330778861440356,3.58378954914899
340,34,306,67,0.1,0.2,0.2,0.648911704083986,0.679254321417091,0.197193258210738,1.8759942048849
340,107,233,49,0.3,0.2,0.2,0.740265698433427,0.851978983738996,0.403081131407743,1.7185103065025
340,167,173,73,0.5,0.2,0.2,0.509449887566791,0.819327006860528,0.46975031708245,1.42182807885392
340,4,336,67,0.01,0.2,0.1,1,0,0,6.20900292650739
340,19,321,65,0.05,0.2,0.1,1,0.783795268811947,0.142018810972737,2.86230495283604
340,30,310,57,0.1,0.2,0.1,0.00434113107960324,0,0,0.604391144626005
340,100,240,60,0.3,0.2,0.1,0.0423939711067778,0.482703128862369,0.215719783937293,0.997660669128965
340,165,175,44,0.5,0.2,0.1,0.00916176790564483,0.39832571382346,0.183615830148327,0.820486083346906
340,3,337,78,0.01,0.2,0.01,1,0,0,8.16415438255755
340,9,331,72,0.05,0.2,0.01,0.213248225394039,0,0,1.87371816289281
340,32,308,66,0.1,0.2,0.01,0.00147460393284879,0,0,0.464668424467953
340,92,248,49,0.3,0.2,0.01,1.81929520086962e-05,0.0954265001803564,0.0109903576008311,0.378558144729778
340,175,165,38,0.5,0.2,0.01,1.89313046427621e-10,0.0417101737450304,0.00479618496374112,0.167085950132701
340,3,337,69,0.01,0.2,0,1,0,0,9.55887810896364
340,17,323,74,0.05,0.2,0,0.029389588079576,0,0,0.841327474834344
340,33,307,49,0.1,0.2,0,0.00750221428796518,0,0,0.651320101380002
340,105,235,52,0.3,0.2,0,1.16787998226785e-09,0,0,0.132196988403262
340,177,163,33,0.5,0.2,0,4.46169758749683e-12,0,0,0.0894871853584841
360,3,357,132,0.01,0.4,0.4,0.557028368683961,3.47965984657205,0.179537224527821,206.659388986758
360,18,342,142,0.05,0.4,0.4,0.631525218761634,0.757920610840186,0.227732540327021,2.24501558581987
360,28,332,155,0.1,0.4,0.4,1,0.991282560286141,0.413951640053435,2.31334233685582
360,120,240,158,0.3,0.4,0.4,0.114827692020645,1.44743490358806,0.909770901166162,2.30582069779173
360,167,193,145,0.5,0.4,0.4,0.914354609863937,1.03468262765086,0.663271656786719,1.61323435650289
360,7,353,128,0.01,0.4,0.2,0.428862634631622,0.297372147260084,0.00640258469091904,2.49293312343731
360,18,342,137,0.05,0.4,0.2,0.0222150467340998,0.192318872837904,0.0211246668433709,0.838742804364154
360,41,319,118,0.1,0.4,0.2,0.0221732699515832,0.386675164794597,0.140026765071695,0.923950445392132
360,122,238,114,0.3,0.4,0.2,0.0230849215488296,0.562168772218241,0.329470402971807,0.941524608643184
360,190,170,87,0.5,0.4,0.2,0.0044175164871988,0.482120751310924,0.284177982920359,0.809633974776586
360,6,354,142,0.01,0.4,0.1,0.409516259045736,0.302947675191015,0.00634801823154426,2.74807138719967
360,16,344,138,0.05,0.4,0.1,0.0344542375656974,0.219192292169165,0.0237939884497952,0.977683416899233
360,23,337,141,0.1,0.4,0.1,0.269225747849385,0.528972588340361,0.166403355975485,1.45126294672724
360,84,276,118,0.3,0.4,0.1,5.53159593287795e-09,0.135733094283209,0.0509106805284521,0.30822102999222
360,159,201,85,0.5,0.4,0.1,7.89588177517787e-07,0.25625661846352,0.135838600960134,0.463571130999373
360,5,355,134,0.01,0.4,0.01,0.161930562771352,0,0,1.83055585940273
360,18,342,126,0.05,0.4,0.01,0.000521016423537158,0,0,0.399455625181022
360,35,325,125,0.1,0.4,0.01,3.45248028762879e-06,0.0478910387211812,0.00116821657377832,0.293197489730098
360,108,252,109,0.3,0.4,0.01,4.26964141443896e-18,0.0257321715294024,0.00301127906776102,0.0991385309510535
360,172,188,57,0.5,0.4,0.01,8.17656797683001e-19,0,0,0.0525099327485095
360,1,359,133,0.01,0.4,0,1,0,0,66.4957890882434
360,18,342,133,0.05,0.4,0,0.000240804724754366,0,0,0.36608045849485
360,33,327,135,0.1,0.4,0,1.31188592405844e-07,0,0,0.172685336161373
360,102,258,99,0.3,0.4,0,5.686525784676e-18,0,0,0.0612728096274913
360,177,183,67,0.5,0.4,0,1.4287707586508e-23,0,0,0.038347479744775
360,1,359,75,0.01,0.2,0.4,1,0,0,147.85992217899
360,26,334,71,0.05,0.2,0.4,8.9655510587491e-06,6.71738450891183,2.7216314224978,17.1011245998259
360,34,326,73,0.1,0.2,0.4,0.00107077897850383,3.6308197571658,1.61484140848528,8.05285260748918
360,122,238,98,0.3,0.2,0.4,5.31995610154876e-05,2.74035070024944,1.65100688098658,4.56618567363232
360,181,179,108,0.5,0.2,0.4,1.77623445398133e-07,3.52196196030989,2.12048113039147,5.95424176465679
360,5,355,66,0.01,0.2,0.2,1,1.11506200332605,0.0223095293317523,11.5158674281393
360,14,346,82,0.05,0.2,0.2,0.204982472157533,0.252304666329291,0.00585439994705285,1.72854082022122
360,33,327,79,0.1,0.2,0.2,0.825221991242928,1.15329950780069,0.430533702370989,2.78251921625234
360,114,246,81,0.3,0.2,0.2,0.587534439720614,1.18502254079774,0.673256155614325,2.05705604337872
360,180,180,67,0.5,0.2,0.2,1,0.964071387085379,0.546766074344022,1.69838894748267
360,6,354,78,0.01,0.2,0.1,1,0.720086101204187,0.0150232117315428,6.57178021731085
360,17,343,65,0.05,0.2,0.1,1,0.971269576820669,0.173766532137633,3.63057503945488
360,33,327,69,0.1,0.2,0.1,0.00972631673544395,0.119410489328755,0.00288553317864689,0.742469231714305
360,111,249,66,0.3,0.2,0.1,0.00510876476303529,0.388902281710285,0.175537142635743,0.793459042167452
360,183,177,67,0.5,0.2,0.1,0.000140934082804834,0.340395449319931,0.181478160917891,0.619462746631524
360,3,357,80,0.01,0.2,0.01,1,0,0,8.50767026765353
360,12,348,74,0.05,0.2,0.01,0.136912230746009,0,0,1.37124879945476
360,36,324,54,0.1,0.2,0.01,0.00281845027632259,0,0,0.562361229352666
360,112,248,52,0.3,0.2,0.01,4.44440295084082e-07,0.0723096596539907,0.00835514718784873,0.284624168327246
360,182,178,39,0.5,0.2,0.01,2.62203395053055e-09,0.0664949671173888,0.0128416202377466,0.217188049981846
360,3,357,74,0.01,0.2,0,1,0,0,9.40215211473703
360,21,339,71,0.05,0.2,0,0.0193236632938272,0,0,0.748656166947792
360,35,325,63,0.1,0.2,0,0.00157800042918581,0,0,0.479742977532948
360,103,257,51,0.3,0.2,0,1.31120187868092e-08,0,0,0.15459127676541
360,182,178,30,0.5,0.2,0,1.72933529196306e-10,0,0,0.10930387339993
380,6,374,155,0.01,0.4,0.4,1,0.722819343234588,0.0646019398996544,5.11524819252314
380,21,359,147,0.05,0.4,0.4,1,0.974055723664662,0.340748162196312,2.61154648447804
380,36,344,152,0.1,0.4,0.4,0.475648473644631,0.729162005781577,0.321024182578612,1.5755342147557
380,122,258,148,0.3,0.4,0.4,1,0.97418783169891,0.609407084232501,1.54943327113792
380,187,193,152,0.5,0.4,0.4,0.530637606666506,1.15032778140351,0.747356633951335,1.77208238137146
380,3,377,148,0.01,0.4,0.2,0.284766004721566,0,0,3.79047221996968
380,17,363,148,0.05,0.4,0.2,0.458121316796851,0.641736175216268,0.173368021703841,2.00842058188162
380,39,341,140,0.1,0.4,0.2,0.034282217344574,0.409460404062872,0.15769851166348,0.94591326329033
380,108,272,125,0.3,0.4,0.2,0.000419339393400563,0.390823234320652,0.216754626398471,0.681150503974899
380,211,169,122,0.5,0.4,0.2,1.80620975183548e-06,0.342169234564356,0.212849016238555,0.545373319047622
380,1,379,132,0.01,0.4,0.1,1,0,0,73.1900765470731
380,16,364,146,0.05,0.4,0.1,0.0345267400164285,0.218920675364302,0.0237839897561383,0.975178775477198
380,38,342,139,0.1,0.4,0.1,0.00120588909261516,0.235904906406928,0.0701265952327997,0.629202501623817
380,105,275,121,0.3,0.4,0.1,3.64242669712479e-08,0.197210525729529,0.0937904355732799,0.383085514724529
380,190,190,84,0.5,0.4,0.1,2.79174953689698e-09,0.197460058665535,0.10481830004204,0.356489990914378
380,2,378,146,0.01,0.4,0.01,0.525565893625886,0,0,8.53740815328847
380,22,358,162,0.05,0.4,0.01,7.62882973617603e-05,0.0585244383593568,0.00140489182588567,0.371876225488112
380,36,344,144,0.1,0.4,0.01,3.67143041431344e-07,0.0403430169325075,0.000986661936560046,0.24597163698746
380,125,255,97,0.3,0.4,0.01,6.6840630348189e-19,0.0134478705396414,0.000337393222642557,0.0790711154266257
380,202,178,65,0.5,0.4,0.01,5.060286690091e-20,0.02842238825669,0.00558292347150216,0.0901245178012306
380,4,376,151,0.01,0.4,0,0.154848084777357,0,0,2.29008037308783
380,25,355,157,0.05,0.4,0,1.7581298507643e-06,0,0,0.20532810942605
380,27,353,151,0.1,0.4,0,1.26276868599734e-06,0,0,0.200606823166832
380,95,285,117,0.3,0.4,0,1.47179776787472e-18,0,0,0.0586623282315826
380,179,201,73,0.5,0.4,0,3.90056252175754e-24,0,0,0.0382330577661899
380,4,376,95,0.01,0.2,0.4,0.261157841541792,3.03215622727562,0.216998832975972,42.3707441223854
380,26,354,69,0.05,0.2,0.4,0.109569140093938,2.12965143871696,0.765085533142627,5.43703849709435
380,40,340,82,0.1,0.2,0.4,0.0405986583493984,2.14877656683263,0.981505124362551,4.54126307344497
380,122,258,92,0.3,0.2,0.4,9.18489952522712e-08,3.78653000485695,2.25784366222537,6.39654660952078
380,191,189,117,0.5,0.2,0.4,8.56463109833223e-07,3.12000112624645,1.92544257515059,5.12659866475974
380,5,375,66,0.01,0.2,0.2,1,1.19169258620716,0.0238480733899334,12.3049754167473
380,25,355,79,0.05,0.2,0.2,0.618650025098363,1.21923537581582,0.384379890970174,3.32335651909695
380,42,338,78,0.1,0.2,0.2,0.685340623036351,0.75265469553976,0.270595070983955,1.81590782091024
380,104,276,90,0.3,0.2,0.2,0.226040507308548,0.701309258150228,0.379261361171453,1.25443071443825
380,176,204,81,0.5,0.2,0.2,0.801777272164892,0.908803276031467,0.536516685736922,1.53163891722202
380,3,377,76,0.01,0.2,0.1,0.489014532814005,2.00896520621908,0.0336814911888749,39.0381113172449
380,18,362,53,0.05,0.2,0.1,0.487677979943517,0.351356112489117,0.00823833400349636,2.33908559653704
380,36,344,63,0.1,0.2,0.1,0.0167198034244573,0.130335729552768,0.00315374879832391,0.80754182766099
380,107,273,51,0.3,0.2,0.1,0.73924141336081,0.855589170112971,0.399581303262808,1.73189594747016
380,193,187,57,0.5,0.2,0.1,0.113452106692974,0.609626247949447,0.327216242277556,1.11875614116209
380,8,372,67,0.01,0.2,0.01,0.359938400586929,0,0,2.73948521999736
380,15,365,86,0.05,0.2,0.01,0.0276793186908583,0,0,0.928982790143846
380,33,347,70,0.1,0.2,0.01,0.0164024666482391,0.126282251206106,0.0030526796408277,0.784437716110158
380,94,286,67,0.3,0.2,0.01,2.96007124796558e-08,0.0359944761208106,0.000889237554826031,0.214534838846197
380,186,194,41,0.5,0.2,0.01,6.15951500966973e-12,0.0209128209725112,0.00051645772105172,0.126607354374925
380,2,378,68,0.01,0.2,0,1,0,0,24.5379780330578
380,17,363,71,0.05,0.2,0,0.0511182451263152,0,0,1.02774576339266
380,31,349,67,0.1,0.2,0,0.00264724456582995,0,0,0.550546425922729
380,120,260,48,0.3,0.2,0,4.95209713386442e-09,0,0,0.14500950365189
380,186,194,43,0.5,0.2,0,2.4130305246557e-14,0,0,0.0747165199511523
400,6,394,163,0.01,0.4,0.4,0.230148349056439,2.94790658489225,0.416859305088961,32.9515849691919
400,19,381,156,0.05,0.4,0.4,1,0.908476201466367,0.295966810640978,2.56999755814594
400,42,358,158,0.1,0.4,0.4,0.0120163975163265,0.383384629282026,0.156538873774693,0.849581486473838
400,121,279,150,0.3,0.4,0.4,0.313042794235252,1.25980545501487,0.793465603125119,1.99386221344923
400,194,206,147,0.5,0.4,0.4,0.146594870730395,0.730150500149993,0.474489546628009,1.12038867259178
400,3,397,180,0.01,0.4,0.2,0.25563909774436,0,0,2.95203710044021
400,12,388,157,0.05,0.4,0.2,0.771281203209633,0.768465691134951,0.166423271077582,2.92821539911284
400,43,357,161,0.1,0.4,0.2,2.46982348406677e-05,0.170127903965784,0.0510658606161884,0.447080374091645
400,107,293,125,0.3,0.4,0.2,3.18746503542742e-06,0.272023070335966,0.139165329767235,0.501707845080946
400,203,197,120,0.5,0.4,0.2,7.32874010474932e-07,0.32392516322313,0.199542977252877,0.519103145394193
400,3,397,176,0.01,0.4,0.1,0.258947368421053,0,0,3.07451612386464
400,20,380,149,0.05,0.4,0.1,7.6519286696352e-05,0,0,0.320967551162592
400,35,365,161,0.1,0.4,0.1,2.12854306960503e-05,0.123286911373752,0.0237285303444232,0.405123074957359
400,121,279,112,0.3,0.4,0.1,3.07245390345137e-06,0.266286200417828,0.136313550506782,0.49077759787077
400,207,193,90,0.5,0.4,0.1,9.0477820144792e-10,0.203721240121581,0.112593405084556,0.356323567075579
400,4,396,162,0.01,0.4,0.01,0.150362411287512,0,0,2.21831903821263
400,15,385,153,0.05,0.4,0.01,0.0121164971126338,0.109865031980918,0.00257715774647883,0.736364318288102
400,26,374,159,0.1,0.4,0.01,1.23488681567399e-06,0,0,0.210839412270273
400,125,275,101,0.3,0.4,0.01,4.30329867927352e-20,0,0,0.0533606054077623
400,204,196,74,0.5,0.4,0.01,2.32057844223024e-23,0.0171800194425116,0.00200890680289498,0.0663654857934667
400,4,396,159,0.01,0.4,0,0.154864796701828,0,0,2.28918618604917
400,19,381,148,0.05,0.4,0,0.000140157399513474,0,0,0.344738097425594
400,39,361,142,0.1,0.4,0,1.64715335013008e-08,0,0,0.156753094873245
400,119,281,98,0.3,0.4,0,3.0951871301594e-18,0,0,0.0607830588095301
400,193,207,79,0.5,0.4,0,3.59793270440581e-27,0,0,0.0326788745652675
400,4,396,89,0.01,0.2,0.4,0.215591708280993,3.53707052403389,0.253049339750034,49.4386105436912
400,26,374,77,0.05,0.2,0.4,0.0179035923292395,2.8540800265764,1.10622525010067,7.03853378515391
400,53,347,95,0.1,0.2,0.4,0.000205946934651413,3.2059087892106,1.67549384506782,6.1015206586162
400,127,273,98,0.3,0.2,0.4,0.0334643333158838,1.70199804286025,1.02810130085203,2.8047516419005
400,198,202,113,0.5,0.2,0.4,6.2407292731252e-05,2.48843129106867,1.55065254607463,4.03765191098829
400,2,398,74,0.01,0.2,0.2,0.336152882205514,4.42867850702713,0.0559556988767388,349.484630637023
400,21,379,65,0.05,0.2,0.2,0.760150670670889,1.22594950582378,0.290126447088616,3.9377326489998
400,38,362,67,0.1,0.2,0.2,0.819112268141532,1.13621131078686,0.403209187384707,2.7924821218345
400,127,273,77,0.3,0.2,0.2,0.05584497996058,0.549403752851324,0.286210319732587,1.00956988510953
400,190,210,73,0.5,0.2,0.2,0.604672349680522,1.16838568606306,0.680848035495421,2.00690430476569
400,1,399,80,0.01,0.2,0.1,1,0,0,155.623100303952
400,19,381,87,0.05,0.2,0.1,0.0888658474483939,0.191053870462499,0.00452592086542905,1.24491570304386
400,24,376,79,0.1,0.2,0.1,1,0.803085696040425,0.193831671431406,2.49756046122924
400,113,287,55,0.3,0.2,0.1,0.0364106067905852,0.45416692671463,0.188388442091139,0.983646814559698
400,197,203,44,0.5,0.2,0.1,0.0163195147281548,0.442041590693005,0.209140364729468,0.893811141160151
400,4,396,87,0.01,0.2,0.01,0.580886067046659,0,0,5.47036010525956
400,20,380,78,0.05,0.2,0.01,0.0185046318775172,0,0,0.807350954643621
400,43,357,79,0.1,0.2,0.01,6.35381166774216e-05,0,0,0.325284401282155
400,122,278,63,0.3,0.2,0.01,1.49308761811391e-07,0.0919313296745846,0.018031835527343,0.29167197022054
400,186,214,50,0.5,0.2,0.01,4.40118541671058e-11,0.0585693582150943,0.0114533941648554,0.187319301238124
400,4,396,86,0.01,0.2,0,0.581707039011272,0,0,5.55244992909794
400,21,379,77,0.05,0.2,0,0.0191522636442735,0,0,0.775717715020395
400,33,367,78,0.1,0.2,0,0.000897056100402726,0,0,0.451978808193501
400,105,295,56,0.3,0.2,0,1.1877217791183e-08,0,0,0.159387089012095
400,196,204,38,0.5,0.2,0,1.42003953772284e-12,0,0,0.0885001152817352
420,4,416,162,0.01,0.4,0.4,1,0.528679261100981,0.0100003838915046,6.64866817650775
420,28,392,156,0.05,0.4,0.4,0.315275999691671,1.50749248232071,0.64031436708548,3.50517073485889
420,42,378,166,0.1,0.4,0.4,0.249069668507559,0.659858166843705,0.304618295334997,1.3596302950314
420,142,278,182,0.3,0.4,0.4,1,1.02037428651013,0.664017964483107,1.5648617663209
420,217,203,169,0.5,0.4,0.4,0.765693357970889,1.06885928431982,0.710027783187589,1.61029060121166
420,4,416,162,0.01,0.4,0.2,1,0.528679261100981,0.0100003838915046,6.64866817650775
420,20,400,155,0.05,0.4,0.2,1,0.917015989368091,0.302707912970907,2.53923465949507
420,37,383,164,0.1,0.4,0.2,0.000141295824954281,0.16948213906037,0.0427711038929332,0.490233591433607
420,125,295,145,0.3,0.4,0.2,0.000306139244534076,0.414091543126364,0.244300583311249,0.685290926418927
420,200,220,127,0.5,0.4,0.2,1.25985127669102e-05,0.383067368305206,0.239505646044619,0.60544434897147
420,2,418,171,0.01,0.4,0.1,0.516092737811118,0,0,7.75438694865914
420,20,400,155,0.05,0.4,0.1,0.0547535221285156,0.288612564737211,0.0533186645894477,1.02175030458915
420,45,375,156,0.1,0.4,0.1,0.00163656247323584,0.280121429524037,0.102766213566988,0.657068261489364
420,107,313,148,0.3,0.4,0.1,4.04790895709482e-11,0.147792310089122,0.0686500700032187,0.290402491672221
420,199,221,105,0.5,0.4,0.1,3.01633093883307e-06,0.3263293193771,0.19372059941266,0.538657803852637
420,3,417,177,0.01,0.4,0.01,0.266774633481076,0,0,3.31790180055865
420,18,402,157,0.05,0.4,0.01,0.00454525747718907,0.0930725978317922,0.00220998342402234,0.605742687004625
420,37,383,161,0.1,0.4,0.01,9.6882141231192e-09,0,0,0.147862718185534
420,134,286,93,0.3,0.4,0.01,6.92392408719308e-13,0.0683755410641047,0.0177924016310304,0.188142632223089
420,200,220,86,0.5,0.4,0.01,1.17535764697446e-23,0.025302751137517,0.00501523265256952,0.0790900333678956
420,8,412,149,0.01,0.4,0,0.0549116770035967,0,0,1.05213481235134
420,21,399,174,0.05,0.4,0,1.15886421884539e-05,0,0,0.253509926034784
420,47,373,153,0.1,0.4,0,1.5701939547182e-10,0,0,0.120201019902268
420,131,289,105,0.3,0.4,0,7.05661779052265e-21,0,0,0.0516813249025969
420,189,231,91,0.5,0.4,0,1.07785895305404e-28,0,0,0.0315508875268308
420,7,413,80,0.01,0.2,0.4,1,0.705172321367738,0.0151337792276852,5.93904283751793
420,7,413,85,0.05,0.2,0.4,1,0.653368149025532,0.0140305308438669,5.49852737914384
420,47,373,69,0.1,0.2,0.4,0.000496121638686994,3.48414212032409,1.67770166449656,7.07259989729774
420,114,306,117,0.3,0.2,0.4,6.51143244807405e-07,3.27472461214389,2.01706329631269,5.33221255733176
420,206,214,130,0.5,0.2,0.4,8.41646675538263e-06,2.63196368772049,1.68043839574653,4.16082254863612
420,3,417,85,0.01,0.2,0.2,1,0,0,9.58212890638587
420,24,396,75,0.05,0.2,0.2,0.0963424417604186,0.189637232260494,0.00453609791284066,1.20664551148887
420,37,383,77,0.1,0.2,0.2,0.0265342598323947,2.34246420827738,1.01766571641102,5.13758407845638
420,140,280,97,0.3,0.2,0.2,0.624033060435619,0.867333963248444,0.512226125533628,1.44515473269295
420,232,188,83,0.5,0.2,0.2,0.219570739438402,1.3725850229708,0.819055198837924,2.32601215759636
420,4,416,80,0.01,0.2,0.1,1,0,0,6.47163028059846
420,24,396,79,0.05,0.2,0.1,0.279452516482072,0.377267133610989,0.0421257785836288,1.58970834118679
420,37,383,91,0.1,0.2,0.1,0.295079307482295,0.54027540129339,0.159457529530593,1.45659875999147
420,125,295,83,0.3,0.2,0.1,0.00462288353499669,0.413886198567784,0.205770453141611,0.782868771268128
420,238,182,48,0.5,0.2,0.1,0.00188662279306993,0.375582623365591,0.187819115007438,0.728723632858404
420,5,415,91,0.01,0.2,0.01,0.589817138649565,0,0,3.95524134486524
420,18,402,76,0.05,0.2,0.01,0.0536899445304824,0,0,1.00395451515418
420,38,382,84,0.1,0.2,0.01,0.000189725729635888,0,0,0.372412011870741
420,111,309,56,0.3,0.2,0.01,3.43568230903363e-07,0.0421367559852802,0.00103936438503122,0.251629492222345
420,210,210,43,0.5,0.2,0.01,5.12862325143664e-10,0.0619009036971389,0.0120466990827196,0.199682808641561
420,7,413,82,0.01,0.2,0,0.354205845475264,0,0,2.86219874778589
420,21,399,82,0.05,0.2,0,0.0195746950533587,0,0,0.763338636962116
420,46,374,63,0.1,0.2,0,0.000655235776323355,0,0,0.427404177296092
420,121,299,53,0.3,0.2,0,5.0105056802454e-09,0,0,0.150339028198151
420,194,226,48,0.5,0.2,0,1.51247295565574e-14,0,0,0.0750878789637627
440,8,432,186,0.01,0.4,0.4,0.476397521813114,0.45001894692157,0.0439461748932135,2.55326685160143
440,25,415,176,0.05,0.4,0.4,0.214609976119193,1.67276493298367,0.684872398574091,4.12024462885396
440,45,395,177,0.1,0.4,0.4,0.63067841705121,1.21219052640708,0.615598336954745,2.36060701291947
440,106,334,174,0.3,0.4,0.4,0.495618397580513,1.17188792296211,0.731894215651001,1.86835128336101
440,213,227,158,0.5,0.4,0.4,0.137565946833591,1.34539118145892,0.893980863337972,2.02831005021724
440,5,435,167,0.01,0.4,0.2,0.372484330070139,2.47333372709444,0.280307292975563,29.8966310090692
440,17,423,168,0.05,0.4,0.2,0.123857417164992,0.335763670336962,0.0609512955982369,1.22884820075556
440,43,397,153,0.1,0.4,0.2,0.00675400998761691,0.334989148291063,0.122605214857191,0.788965792253481
440,120,320,161,0.3,0.4,0.2,0.000854267383421926,0.454656947812263,0.272261461520193,0.743318950552532
440,200,240,118,0.5,0.4,0.2,2.26115905620784e-05,0.381205436357919,0.233856188087937,0.611543033148111
440,2,438,197,0.01,0.4,0.1,0.504338372333817,0,0,6.56625188641228
440,18,422,158,0.05,0.4,0.1,0.000543299687191226,0,0,0.387539591384753
440,49,391,169,0.1,0.4,0.1,7.0541336557992e-07,0.122170084461066,0.0313221950118796,0.344863617349691
440,145,295,129,0.3,0.4,0.1,2.26099542985641e-11,0.167853166230337,0.0850772467406243,0.309744447409198
440,235,205,105,0.5,0.4,0.1,6.95801621000944e-11,0.212131211752621,0.124524870508644,0.352850668203482
440,2,438,180,0.01,0.4,0.01,0.515427624767032,0,0,7.69191188946839
440,28,412,142,0.05,0.4,0.01,2.49956643246159e-05,0,0,0.273533555013108
440,39,401,163,0.1,0.4,0.01,7.10606829275356e-09,0,0,0.148032608220086
440,127,313,124,0.3,0.4,0.01,4.89662904620633e-21,0.0123286815891121,0.000310899500880888,0.0719963364616901
440,227,213,84,0.5,0.4,0.01,2.04236473012482e-24,0.0300185067911202,0.00782120147112812,0.0826577151103304
440,2,438,189,0.01,0.4,0,0.508811348105199,0,0,7.07069356254031
440,19,421,163,0.05,0.4,0,0.000142738575422025,0,0,0.345894220378917
440,47,393,168,0.1,0.4,0,3.18803773310009e-11,0,0,0.111789502875935
440,138,302,120,0.3,0.4,0,3.18150154604285e-24,0,0,0.0423170626279949
440,215,225,98,0.5,0.4,0,6.73653029105496e-35,0,0,0.0233408503878569
440,8,432,99,0.01,0.2,0.4,0.689892651185225,0.48754936913683,0.010699111522574,3.86923089300114
440,23,417,106,0.05,0.2,0.4,1.94919882300527e-05,6.67899533416346,2.56367871460698,18.7916877178291
440,31,409,93,0.1,0.2,0.4,0.00583524973659693,2.96081266426445,1.27686840567747,6.69995440732721
440,133,307,120,0.3,0.2,0.4,2.33221576677928e-05,2.61881587776475,1.64627365889893,4.17056413199053
