n,events,non_events,responders,prevalence,p_base,p_event,p_fisher,or,ci.low,ci.high
380,20,360,71,0.05,0.2,0.01,0.0331062196001355,0,0,0.850816851932667
380,34,346,66,0.1,0.2,0.01,0.0163984774343539,0.131387691810847,0.00317618671971114,0.815900869651747
380,98,282,42,0.3,0.2,0.01,0.000323426860067595,0.126456192807724,0.0144998018873134,0.504522787176617
380,186,194,46,0.5,0.2,0.01,1.24472915584966e-13,0.0180400954637348,0.000446157293696528,0.108281323998493
380,3,377,82,0.01,0.2,0,1,0,0,8.83426096381277
380,21,359,66,0.05,0.2,0,0.0328923390628151,0,0,0.881327263018544
380,34,346,78,0.1,0.2,0,0.000505071892383896,0,0,0.40640103720096
380,112,268,51,0.3,0.2,0,6.92175652423463e-09,0,0,0.149480888944284
380,199,181,36,0.5,0.2,0,3.35971385868251e-13,0,0,0.0807630172481782
400,3,397,183,0.01,0.4,0.4,1,0.591406074137409,0.00996342162882874,11.4463382865177
400,27,373,156,0.05,0.4,0.4,0.159795524166924,1.74927725305149,0.738936852653811,4.17093897538197
400,32,368,164,0.1,0.4,0.4,0.71227372931332,0.852973423756361,0.368404050841753,1.89595492064874
400,119,281,155,0.3,0.4,0.4,0.0182486367379471,1.71441231615403,1.08354699491254,2.7140730543369
400,198,202,157,0.5,0.4,0.4,0.837920905227388,1.0552046979259,0.692419332040403,1.60866615847224
400,3,397,157,0.01,0.4,0.2,0.282875939849623,0,0,3.74251674571203
400,22,378,155,0.05,0.4,0.2,0.00273339187820329,0.147563388842771,0.016479076161242,0.621796973578721
400,42,358,146,0.1,0.4,0.2,0.00116536712396477,0.260242492566136,0.0873286890304738,0.645492031991398
400,124,276,132,0.3,0.4,0.2,0.00593879342117386,0.513550835271216,0.304798088720728,0.848060369717012
400,205,195,126,0.5,0.4,0.2,3.46659559131973e-06,0.35912154153745,0.224600735881428,0.568415245150932
400,2,398,154,0.01,0.4,0.1,0.525263157894734,0,0,8.5087292405122
400,16,384,180,0.05,0.4,0.1,0.0012679243923521,0.0766538203643077,0.0018082274937944,0.507881747881119
400,48,352,141,0.1,0.4,0.1,0.00112601548340958,0.278498188591393,0.102405582132413,0.650876812791666
400,132,268,131,0.3,0.4,0.1,1.25373103353381e-10,0.184218148437801,0.0964959668575079,0.332958545611176
400,190,210,102,0.5,0.4,0.1,2.78501679891594e-17,0.100415254942788,0.0491764578425719,0.190758827371744
400,2,398,154,0.01,0.4,0.01,0.525263157894734,0,0,8.5087292405122
400,15,385,159,0.05,0.4,0.01,0.000620185221598538,0,0,0.404520502394059
400,38,362,151,0.1,0.4,0.01,5.5609856075578e-09,0,0,0.145906642633592
400,107,293,112,0.3,0.4,0.01,2.06276934376667e-15,0.0318461317110538,0.00376278455465565,0.122257927462538
400,207,193,78,0.5,0.4,0.01,1.12160910311535e-27,0.00738507885843188,0.00018804418199397,0.0435471128883082
400,4,396,154,0.01,0.4,0,0.302899456849407,0,0,2.41350106958927
400,16,384,138,0.05,0.4,0,0.00187406178291139,0,0,0.472201393360987
400,37,363,134,0.1,0.4,0,1.54536156509097e-07,0,0,0.183576523044563
400,121,279,114,0.3,0.4,0,3.09711346303446e-22,0,0,0.0462745136984938
400,218,182,75,0.5,0.4,0,6.26846456825137e-31,0,0,0.0255922487191822
400,4,396,78,0.01,0.2,0.4,0.581596701524327,1.37972949516137,0.0259717864998913,17.4507522251698
400,22,378,74,0.05,0.2,0.4,0.575788332407446,1.31615752131071,0.366982399579391,3.88409739254097
400,40,360,86,0.1,0.2,0.4,0.00710365574147078,2.75329569076723,1.29337103998196,5.7374633044226
400,110,290,110,0.3,0.2,0.4,6.53733358589587e-07,3.3725482995792,2.05102449616659,5.56437836540961
400,206,194,124,0.5,0.2,0.4,5.02872255613067e-06,2.78463128250024,1.74654298739127,4.49460437565609
400,4,396,80,0.01,0.2,0.2,1,1.33649655488352,0.0251636549122319,16.8987657713182
400,19,381,80,0.05,0.2,0.2,0.776291813869537,0.740777466916304,0.134959849524167,2.68321100762338
400,37,363,86,0.1,0.2,0.2,0.402598932012914,1.39737120963089,0.577320915100738,3.14017220591845
400,138,262,83,0.3,0.2,0.2,0.366934203599559,0.77862841473166,0.441255291143406,1.34479335887796
400,202,198,85,0.5,0.2,0.2,0.714037738525662,0.89156173147759,0.535754113492463,1.48127128251827
400,9,391,92,0.01,0.2,0.1,0.125877099021835,0,0,1.68391565347612
400,22,378,79,0.05,0.2,0.1,1,0.898013361689061,0.214736710307003,2.83742689464798
400,39,361,74,0.1,0.2,0.1,0.393711999916876,0.623009011105778,0.183470803367129,1.68400895452879
400,108,292,68,0.3,0.2,0.1,0.00426556585096773,0.359789756593746,0.150843137770408,0.767655662905649
400,190,210,68,0.5,0.2,0.1,0.00319040245891564,0.43182922517078,0.23422349599945,0.774314278027994
400,3,397,78,0.01,0.2,0.01,1,0,0,10.0427295385222
400,21,379,81,0.05,0.2,0.01,0.0918077377965236,0.187349636321269,0.00445764446918006,1.20763452684558
400,32,368,92,0.1,0.2,0.01,0.000261419341669043,0,0,0.376919932162866
400,119,281,63,0.3,0.2,0.01,9.17170428157179e-10,0.0300629732216271,0.000744458274706252,0.178705195300372
400,192,208,50,0.5,0.2,0.01,2.21098129904851e-14,0.0171135827580205,0.000424590093753809,0.102189126154111
400,4,396,79,0.01,0.2,0,1,0,0,6.18602860700981
400,16,384,85,0.05,0.2,0,0.0289690523953772,0,0,0.93671606670831
400,35,365,76,0.1,0.2,0,0.000988039387738883,0,0,0.436250251733182
400,121,279,56,0.3,0.2,0,3.10887938536492e-10,0,0,0.12886971604906
400,207,193,32,0.5,0.2,0,1.74914400162473e-11,0,0,0.0974003299505745
420,4,416,165,0.01,0.4,0.4,0.304587123274266,4.68671829543312,0.372695121611878,247.544264530878
420,25,395,163,0.05,0.4,0.4,1,1.05432132594024,0.41230502440048,2.58293591978825
420,53,367,160,0.1,0.4,0.4,0.173195794635646,1.53271156661592,0.820438459513109,2.85169994602744
420,121,299,156,0.3,0.4,0.4,0.911285765187966,0.954176712472239,0.598795837631352,1.50987982325001
420,187,233,158,0.5,0.4,0.4,0.761706141063838,1.06999845188053,0.705148863554505,1.62231399039173
420,4,416,181,0.01,0.4,0.2,0.637505402604868,0.437819830676943,0.00828464154977701,5.50418195941896
420,19,401,157,0.05,0.4,0.2,0.152180720322288,0.433002622908986,0.102704797222359,1.39256051995316
420,44,376,172,0.1,0.4,0.2,0.00943810408806165,0.389335379916273,0.166473043381969,0.835267971262968
420,127,293,144,0.3,0.4,0.2,0.000499964822873144,0.432379818195483,0.256752936338139,0.711947080653178
420,211,209,130,0.5,0.4,0.2,3.29968435835702e-07,0.326077729510886,0.204285190737431,0.514336404696316
420,5,415,167,0.01,0.4,0.1,0.162014817479402,0,0,1.64416071158628
420,15,405,177,0.05,0.4,0.1,0.030106497784674,0.202797626975091,0.0219427262703056,0.913545920447275
420,63,357,155,0.1,0.4,0.1,1.66364348922945e-06,0.177102580073548,0.0661869022143524,0.404215596335331
420,120,300,131,0.3,0.4,0.1,2.84196400850838e-09,0.188008302312812,0.0926099447763531,0.354847178283059
420,201,219,91,0.5,0.4,0.1,6.83207449614305e-10,0.197461360301749,0.105954885765661,0.35211294731378
420,4,416,161,0.01,0.4,0.01,0.302753928453314,0,0,2.43100704509425
420,14,406,172,0.05,0.4,0.01,0.000598174294368013,0,0,0.418166527318527
420,47,373,151,0.1,0.4,0.01,1.90610900075204e-10,0,0,0.12288426139318
420,134,286,105,0.3,0.4,0.01,1.18126443216386e-19,0.0132355778647266,0.000332873619954282,0.0775001260938691
420,192,228,89,0.5,0.4,0.01,1.14487592098068e-21,0.0360147415167695,0.0093687599595513,0.0990810312457161
420,5,415,167,0.01,0.4,0,0.162014817479402,0,0,1.64416071158628
420,28,392,159,0.05,0.4,0,1.83491734257597e-06,0,0,0.210906400412024
420,43,377,167,0.1,0.4,0,1.27868940175969e-10,0,0,0.115271026544476
420,131,289,112,0.3,0.4,0,1.29090812346424e-22,0,0,0.046578474576661
420,223,197,73,0.5,0.4,0,1.63740351071677e-28,0,0,0.0296893754419173
420,5,415,82,0.01,0.2,0.4,0.0532475231403187,6.33978980501664,0.713897128608609,76.9730496604681
420,20,400,88,0.05,0.2,0.4,0.0195961441457229,3.31242560375463,1.16984839444922,9.13694603887988
420,43,377,102,0.1,0.2,0.4,0.00105957317018487,3.11789222008409,1.54195563100517,6.26878305394453
420,118,302,116,0.3,0.2,0.4,0.00154947440127988,2.11338070036941,1.30305507972127,3.42003560068415
420,202,218,112,0.5,0.2,0.4,0.000404116891193984,2.21794658613504,1.39373582348127,3.56084200898904
420,3,417,91,0.01,0.2,0.2,0.520290963903577,1.81365906601105,0.0304575778711174,35.2080026492786
420,26,394,84,0.05,0.2,0.2,0.620672603517551,1.21479344199093,0.385972648890865,3.27326566766764
420,44,376,77,0.1,0.2,0.2,0.221723434929045,1.56379538000916,0.677155068281112,3.37432829053477
420,124,296,82,0.3,0.2,0.2,0.685809658259355,1.13666421029084,0.645993682933968,1.96338637038138
420,198,222,81,0.5,0.2,0.2,0.216733048500871,0.72555661014089,0.428289035685815,1.21796873889878
420,4,416,76,0.01,0.2,0.1,0.551401933345925,1.5138557284517,0.028493596096415,19.1503408812982
420,16,404,79,0.05,0.2,0.1,0.0506091165355336,0,0,1.09630641777915
420,40,380,74,0.1,0.2,0.1,0.0276495193800156,0.225662004665024,0.0257808650179654,0.908858033378642
420,116,304,68,0.3,0.2,0.1,0.0535260398675324,0.511721477328569,0.239445375993118,1.01613503767184
420,203,217,70,0.5,0.2,0.1,0.0883607916058195,0.62147780536446,0.352401037533511,1.08062673797069
420,9,411,80,0.01,0.2,0.01,0.217709448313804,0,0,2.1469758284531
420,22,398,71,0.05,0.2,0.01,0.034766790524913,0,0,0.867065001019464
420,47,373,82,0.1,0.2,0.01,0.000359827512353519,0.0786062732353604,0.00192323115979177,0.475874887748993
420,130,290,54,0.3,0.2,0.01,3.54665396622475e-07,0.0717726195179094,0.00832425934501383,0.280550585393237
420,221,199,37,0.5,0.2,0.01,7.31724032161984e-12,0.0206796525099462,0.000509901489821338,0.125618630262196
420,5,415,81,0.01,0.2,0,0.588213960240608,0,0,4.58643019503884
420,26,394,90,0.05,0.2,0,0.00232559307321989,0,0,0.528983851285459
420,43,377,88,0.1,0.2,0,3.61845440315425e-05,0,0,0.302771895803661
420,132,288,51,0.3,0.2,0,1.80811783933025e-09,0,0,0.13801645851698
420,201,219,42,0.5,0.2,0,1.67622026624896e-13,0,0,0.0828061408157056
440,6,434,182,0.01,0.4,0.4,1,0.706094821114853,0.0632095877352034,4.98688628015447
440,23,417,176,0.05,0.4,0.4,0.388190328500851,0.642627799933235,0.218688451666946,1.69440038397044
440,52,388,189,0.1,0.4,0.4,0.655992584147584,1.15804805355248,0.617932559354401,2.15675215548323
440,145,295,194,0.3,0.4,0.4,0.308834925216577,1.2341318810625,0.811260803209562,1.87699705959637
440,228,212,194,0.5,0.4,0.4,0.700787544330954,1.09542000973565,0.738552692524343,1.62577537389772
440,3,437,181,0.01,0.4,0.2,0.5711277044795,2.87573047155232,0.148661259921071,170.540847157239
440,14,426,175,0.05,0.4,0.2,0.0542427311233756,0.24435450177418,0.026231234745552,1.11825915402746
440,52,388,149,0.1,0.4,0.2,0.0874602036140185,0.550323963264842,0.254038302591647,1.11372218430475
440,130,310,146,0.3,0.4,0.2,4.86657041670425e-06,0.327570969091935,0.188310856658028,0.551804871537763
440,233,207,123,0.5,0.4,0.2,8.86241684524387e-07,0.342922455882756,0.215495686497548,0.539873049732768
440,8,432,181,0.01,0.4,0.1,0.0234228690740098,0,0,0.825660817351658
440,21,419,167,0.05,0.4,0.1,0.000793262903028389,0.0764626669242013,0.00183209829679377,0.487308586435393
440,39,401,154,0.1,0.4,0.1,0.000364144095515554,0.191771845567579,0.0485538220431863,0.551811070239254
440,122,318,126,0.3,0.4,0.1,3.94829479101343e-10,0.156020632159461,0.0699890352909191,0.313263404264879
440,216,224,106,0.5,0.4,0.1,1.12954465872432e-16,0.119681861989287,0.0627507774408244,0.216066333348124
440,7,433,160,0.01,0.4,0.01,0.0517091605182452,0,0,1.2026528158127
440,15,425,177,0.05,0.4,0.01,0.000615599215133244,0,0,0.397983525236952
440,44,396,155,0.1,0.4,0.01,1.68034326102147e-09,0,0,0.139037441396099
440,144,296,110,0.3,0.4,0.01,2.80373468386127e-21,0.0120660149168209,0.000304356656632723,0.0705015588788917
440,205,235,93,0.5,0.4,0.01,2.66967601646219e-28,0.00767840665841701,0.000195955113696923,0.0449486042959089
440,5,435,168,0.01,0.4,0,0.161659476702887,0,0,1.75847804062923
440,26,414,167,0.05,0.4,0,3.19401395723434e-06,0,0,0.230132815007222
440,45,395,154,0.1,0.4,0,1.72400599026573e-09,0,0,0.136700232147455
440,137,303,126,0.3,0.4,0,1.05180428124036e-25,0,0,0.039476022171547
440,208,232,102,0.5,0.4,0,7.87216369776681e-35,0,0,0.0237055115486708
440,1,439,99,0.01,0.2,0.4,1,0,0,134.054054054043
440,25,415,103,0.05,0.2,0.4,0.626776959640813,1.29144743793404,0.442343372041985,3.36107152769351
440,34,406,89,0.1,0.2,0.4,0.0763221607675285,2.00744811223332,0.846090970945635,4.50454024311681
440,123,317,125,0.3,0.2,0.4,3.42529313126836e-05,2.57011053471249,1.61048055225513,4.10356826571226
440,225,215,135,0.5,0.2,0.4,5.0556168015697e-05,2.39940987441322,1.54647728251402,3.75706043567302
440,5,435,104,0.01,0.2,0.2,1,0.806202509598643,0.0162115680076739,8.26744775026575
440,30,410,79,0.05,0.2,0.2,0.326610341065594,0.488967543800165,0.0925502911962576,1.65272380941832
440,43,397,99,0.1,0.2,0.2,0.441132694205568,1.37823096275276,0.617548996538171,2.90152469893954
440,134,306,83,0.3,0.2,0.2,0.597924550408276,0.84988478899167,0.476060295857108,1.47843445792281
440,216,224,83,0.5,0.2,0.2,0.394610598716231,0.800262794218785,0.47963709287195,1.32835994654342
440,3,437,86,0.01,0.2,0.1,0.480088619839611,2.06649105200114,0.0346924493220651,40.1248797901497
440,26,414,96,0.05,0.2,0.1,0.229250884876001,0.450845770787036,0.0848050080287011,1.54223951501548
440,37,403,89,0.1,0.2,0.1,0.522846038606388,1.29694925777928,0.517259695088924,2.96827489787803
440,138,302,66,0.3,0.2,0.1,0.0613904436920673,0.543496069607897,0.267442835543799,1.04240009504666
440,243,197,72,0.5,0.2,0.1,0.00636818804007508,0.48613581000412,0.279301312537522,0.836337142346106
440,7,433,89,0.01,0.2,0.01,0.353469573312814,0,0,2.73671790087408
440,25,415,88,0.05,0.2,0.01,0.00425094554236518,0,0,0.60681038948199
440,50,390,89,0.1,0.2,0.01,0.000129693991742697,0.0702451698029568,0.00172311324506007,0.423035983186943
440,130,310,65,0.3,0.2,0.01,6.60499732948071e-10,0.0299106909624556,0.000741917706512634,0.177146488506969
440,220,220,51,0.5,0.2,0.01,7.26690524350835e-14,0.0321872138201081,0.00376821166539246,0.1256886517418
440,5,435,83,0.01,0.2,0,0.588813646883016,0,0,4.71419598559349
440,20,420,76,0.05,0.2,0,0.0324746727394763,0,0,0.943373789810409
440,50,390,82,0.1,0.2,0,2.51239124840831e-05,0,0,0.296357543743323
440,128,312,77,0.3,0.2,0,1.90012696555258e-13,0,0,0.0924165647782156
440,229,211,51,0.5,0.2,0,1.47538007693407e-18,0,0,0.0537071100574942
460,3,457,177,0.01,0.4,0.4,0.0563751859835132,Inf,0.663908452258783,Inf
460,29,431,177,0.05,0.4,0.4,1,0.975619759071698,0.405591127653513,2.24477817713264
460,41,419,173,0.1,0.4,0.4,0.130818300010875,1.65380413500586,0.82174110818588,3.32075307918163
460,139,321,190,0.3,0.4,0.4,1,0.982613612274519,0.641241411533569,1.50031569674591
460,231,229,193,0.5,0.4,0.4,0.70641452194426,1.07695317644614,0.731089209927711,1.58711976361724
460,4,456,187,0.01,0.4,0.2,0.649340865194666,0.484562939631197,0.00917340935044803,6.08765489375316
460,20,440,165,0.05,0.4,0.2,0.156878905194073,0.433914173651618,0.103771294796916,1.37619582862891
460,47,413,168,0.1,0.4,0.2,0.00998072958519432,0.379054373699998,0.156846864340982,0.824790175362444
460,121,339,159,0.3,0.4,0.2,0.000360998193144767,0.424644182240761,0.250227415865424,0.702123186293049
460,236,224,145,0.5,0.4,0.2,3.08253538186497e-10,0.267287684627183,0.170294576681232,0.4144873536413
460,4,456,181,0.01,0.4,0.1,0.157668740837509,0,0,2.32921552684063
460,15,445,176,0.05,0.4,0.1,0.000754431773798726,0,0,0.433864669244414
460,58,402,160,0.1,0.4,0.1,0.0001959379569179,0.263787572096498,0.105125263428343,0.580720739935283
460,132,328,152,0.3,0.4,0.1,3.60288366521881e-16,0.0950591580238576,0.0410293830169383,0.19505128059208
460,229,231,125,0.5,0.4,0.1,1.91028555161938e-12,0.20463015921031,0.123044497593201,0.332615842058278
460,7,453,191,0.01,0.4,0.01,0.0449114967375492,0,0,0.965989676686984
460,26,434,168,0.05,0.4,0.01,7.4966397966137e-06,0,0,0.246158258790747
460,53,407,160,0.1,0.4,0.01,4.29899711073626e-11,0,0,0.113727386691741
460,144,316,124,0.3,0.4,0.01,2.91233824826565e-21,0.0224871317334364,0.00265290559564525,0.0856159563689404
460,226,234,105,0.5,0.4,0.01,1.22647493524038e-33,0.0114218057935447,0.00135190369952694,0.0436255654363478
460,6,454,176,0.01,0.4,0,0.0868715171579324,0,0,1.36072883517809
460,18,442,178,0.05,0.4,0,0.000223954178860282,0,0,0.343630603866708
460,46,414,175,0.1,0.4,0,6.8569155923831e-11,0,0,0.116498217308629
460,157,303,118,0.3,0.4,0,2.16330665600447e-26,0,0,0.0384173486745239
460,248,212,70,0.5,0.4,0,1.80284709551637e-27,0,0,0.0318228675254605
460,6,454,92,0.01,0.2,0.4,0.344637064561725,2.0185824639711,0.179939772736722,14.3364984125894
460,21,439,93,0.05,0.2,0.4,0.400934202529791,1.61647491426079,0.498968652733375,4.56986945563931
460,41,419,89,0.1,0.2,0.4,0.679077205283756,1.19134346681209,0.480485718507657,2.68339165578532
460,146,314,125,0.3,0.2,0.4,9.35242989882377e-06,2.66628512729717,1.7000566734328,4.18911155825079
460,229,231,144,0.5,0.2,0.4,0.000610045478216816,2.03112756791228,1.33428790254013,3.11048030968972
460,2,458,117,0.01,0.2,0.2,1,0,0,15.640798097539
460,24,436,98,0.05,0.2,0.2,0.613846289278712,1.24574631305831,0.393283785182801,3.3960166351891
460,50,410,87,0.1,0.2,0.2,0.56701637099225,1.23893207597462,0.546477730030549,2.60881468441916
460,134,326,96,0.3,0.2,0.2,0.801451668392439,1.06750718447844,0.628020493813063,1.78386559791077
460,222,238,102,0.5,0.2,0.2,0.910731369466864,1.03973274944125,0.653128787583188,1.6542368772231
460,2,458,84,0.01,0.2,0.1,1,0,0,23.9182015798801
460,18,442,84,0.05,0.2,0.1,0.217954328729172,0.254919202599122,0.00602019262465096,1.67278329900073
460,55,405,85,0.1,0.2,0.1,0.00526567313580066,0.227732778104406,0.0443867463900556,0.732076590879469
460,138,322,75,0.3,0.2,0.1,0.000101236147843775,0.271239275596391,0.115110423615643,0.569602166551942
460,253,207,62,0.5,0.2,0.1,0.0555695003352074,0.587807259641203,0.32843928079717,1.04229099572359
460,2,458,87,0.01,0.2,0.01,1,0,0,22.9058221824936
460,23,437,89,0.05,0.2,0.01,0.0119156148065521,0,0,0.698000781337145
460,40,420,84,0.1,0.2,0.01,0.000368691936826103,0,0,0.397563701672879
460,136,324,61,0.3,0.2,0.01,4.60181333113062e-09,0.032708584574732,0.000810504090109455,0.193914829704468
460,214,246,42,0.5,0.2,0.01,7.05046764772309e-13,0,0,0.0893836072988917
460,4,456,91,0.01,0.2,0,1,0,0,6.16917559085187
460,21,439,83,0.05,0.2,0,0.0198517896805607,0,0,0.845951898972854
460,45,415,75,0.1,0.2,0,0.000404714909856422,0,0,0.399463854527591
460,146,314,69,0.3,0.2,0,2.80229303514805e-13,0,0,0.0943145944041851
460,209,251,48,0.5,0.2,0,2.79891250619536e-14,0,0,0.0792650371661981
480,5,475,203,0.01,0.4,0.4,1,0.908946937025242,0.0752450511254865,8.01162916021878
480,18,462,187,0.05,0.4,0.4,0.630255689782286,1.26415606177984,0.424934973848893,3.63344618996482
480,52,428,177,0.1,0.4,0.4,0.546086851439059,0.813917702818454,0.413305715212002,1.54936709043549
480,149,331,192,0.3,0.4,0.4,0.0348046749229015,0.644784829043791,0.419478599167176,0.983117771086341
480,243,237,196,0.5,0.4,0.4,0.516060510597359,1.13885888042268,0.778442837601939,1.66746898809821
480,5,475,196,0.01,0.4,0.2,1,0.965702739574587,0.0799372940042178,8.51275157178697
480,38,442,199,0.05,0.4,0.2,0.122994684281787,0.551080640265685,0.240345083462067,1.18260444135027
480,52,428,188,0.1,0.4,0.2,0.000475281385971317,0.291808484722711,0.121869012259,0.626644296285077
480,142,338,168,0.3,0.4,0.2,3.58753562933057e-06,0.348090023834661,0.2096787084079,0.56382675604605
480,213,267,162,0.5,0.4,0.2,1.11757580341357e-05,0.407951655507475,0.266464021042131,0.618717136262775
480,3,477,216,0.01,0.4,0.1,0.255949895615867,0,0,2.95301074832656
480,27,453,178,0.05,0.4,0.1,5.44036174060057e-05,0.0601669096374714,0.00145915525830447,0.373032413662633
480,45,435,154,0.1,0.4,0.1,3.65200563235401e-05,0.134691284816184,0.0262783638470232,0.432630018073884
480,152,328,164,0.3,0.4,0.1,1.10701132160982e-19,0.0896306957968967,0.0421179872577298,0.17338459977765
480,249,231,127,0.5,0.4,0.1,6.86145186803781e-18,0.14175706777885,0.0831548940657277,0.234587272133374
480,5,475,183,0.01,0.4,0.01,0.16188695389658,0,0,1.7634490282262
480,21,459,166,0.05,0.4,0.01,0.000190604160560634,0,0,0.345281102477005
480,44,436,169,0.1,0.4,0.01,6.4443077678215e-08,0.0372271364106886,0.00091735572756446,0.22324394018135
480,145,335,133,0.3,0.4,0.01,2.90918084291746e-22,0.0218573670507927,0.00258239307532824,0.0830618693752859
480,236,244,104,0.5,0.4,0.01,1.36529657656122e-29,0.0249824725005258,0.00654507008065676,0.068138641661505
480,7,473,180,0.01,0.4,0,0.0489312890515717,0,0,1.1457381082344
480,27,453,196,0.05,0.4,0,5.57089155988049e-07,0,0,0.195600478270304
480,49,431,168,0.1,0.4,0,3.15618757095155e-10,0,0,0.124967059304303
480,146,334,123,0.3,0.4,0,7.97764337426938e-24,0,0,0.0451274784138638
480,239,241,96,0.5,0.4,0,1.78151258423317e-34,0,0,0.0244051780288037
480,2,478,90,0.01,0.2,0.4,0.340161795407099,4.3520259650312,0.0550670561130506,342.960214597633
480,26,454,99,0.05,0.2,0.4,0.000118155138900328,5.04123866619478,2.08106090040678,12.4056644376292
480,50,430,104,0.1,0.2,0.4,0.0169591598807863,2.24552628725469,1.1298338854268,4.35268740404634
480,142,338,122,0.3,0.2,0.4,3.27056738675638e-07,3.09445857453255,1.96556255787146,4.88324700719785
480,237,243,124,0.5,0.2,0.4,4.3681832634062e-05,2.41055196202415,1.54811574627743,3.7910349123275
480,8,472,88,0.01,0.2,0.2,0.0408698807394106,4.598184231393,0.838831280925754,25.1955665850169
480,27,453,114,0.05,0.2,0.2,1,0.912869188414546,0.293765458163982,2.41628760037762
480,51,429,89,0.1,0.2,0.2,0.252143244603216,0.556380206651303,0.187642994580658,1.36919501810089
480,134,346,96,0.3,0.2,0.2,1,1.01298178113131,0.590529946290126,1.70278461836702
480,247,233,91,0.5,0.2,0.2,0.245348667119329,1.32570963828824,0.816855894095303,2.1648743815939
480,2,478,96,0.01,0.2,0.1,1,0,0,21.3639850137638
480,24,456,97,0.05,0.2,0.1,0.192059899765424,0.346003394840021,0.038773753618551,1.44905131992602
480,50,430,102,0.1,0.2,0.1,0.101796610352068,0.475045528314312,0.160561146632809,1.16543343762245
480,148,332,78,0.3,0.2,0.1,0.0323190270840662,0.528503094020898,0.273682525439836,0.970767992533748
480,245,235,63,0.5,0.2,0.1,0.177861313964275,0.685180339605276,0.38491501851538,1.20758801194473
480,6,474,95,0.01,0.2,0.01,0.603694286721638,0,0,3.44907241861995
480,23,457,86,0.05,0.2,0.01,0.0211951070934607,0,0,0.770239174906887
480,51,429,78,0.1,0.2,0.01,8.99757399061306e-05,0,0,0.347857329934584
480,142,338,77,0.3,0.2,0.01,1.34107038812811e-13,0,0,0.0922907083247899
480,222,258,59,0.5,0.2,0.01,2.72123229717607e-16,0.0156917464757347,0.000391858365502194,0.0927159238104202
480,2,478,100,0.01,0.2,0,1,0,0,20.2941556399786
480,22,458,93,0.05,0.2,0,0.0116924711064442,0,0,0.734269378914129
480,48,432,75,0.1,0.2,0,0.000253371520161629,0,0,0.392100177589161
480,155,325,72,0.3,0.2,0,7.518186607642e-14,0,0,0.0877326036645581
480,251,229,39,0.5,0.2,0,4.60128500778015e-14,0,0,0.0766829477841149
500,3,497,200,0.01,0.4,0.4,0.566844532438372,3.01345191215763,0.15590405900203,178.574106782699
500,21,479,190,0.05,0.4,0.4,0.819191346346709,0.809091399919842,0.271078796093843,2.19032488635755
500,47,453,195,0.1,0.4,0.4,0.00280795469890329,0.340637157706585,0.141349146139777,0.738513098765473
500,135,365,192,0.3,0.4,0.4,0.30132858563909,1.24444572111014,0.814273486193578,1.8962161953192
500,232,268,210,0.5,0.4,0.4,0.785896237547818,1.05269878905843,0.72572451518828,1.52680441206617
500,1,499,196,0.01,0.4,0.2,1,0,0,60.4336211716594
500,33,467,217,0.05,0.4,0.2,0.000485423538786722,0.215340300305134,0.0638007716399213,0.57826768182491
500,49,451,197,0.1,0.4,0.2,0.00117363823997786,0.31540504845335,0.131316252421152,0.680531287433092
500,137,363,172,0.3,0.4,0.2,0.0202757020803829,0.595532983323466,0.373134554161866,0.936296654639566
500,253,247,126,0.5,0.4,0.2,3.48466825079281e-08,0.304835224150936,0.191239007908866,0.478781662543502
500,4,496,204,0.01,0.4,0.1,0.149035142744338,0,0,2.19216505525236
500,22,478,195,0.05,0.4,0.1,0.012983891563052,0.235730723635895,0.0440819154906624,0.816893605642295
500,51,449,195,0.1,0.4,0.1,5.80380745022212e-05,0.221410977310121,0.0823070747033662,0.509969872843725
500,140,360,153,0.3,0.4,0.1,1.9433684401178e-14,0.117134067998617,0.0530152414917707,0.232404527295366
500,268,232,113,0.5,0.4,0.1,5.4648009019092e-11,0.226978959281804,0.137256931019486,0.367629556048982
500,3,497,200,0.01,0.4,0.01,0.278557114228457,0,0,3.6271557430563
500,29,471,186,0.05,0.4,0.01,1.13318595910271e-06,0,0,0.211687232866434
500,50,450,187,0.1,0.4,0.01,2.59732393919367e-11,0,0,0.10981760855795
500,155,345,143,0.3,0.4,0.01,8.75131962894009e-27,0.00933169290397292,0.000237617303441426,0.0541484810461421
500,258,242,82,0.5,0.4,0.01,3.66094792095988e-28,0.00778807469141469,0.000198703694803849,0.0455667851618701
500,7,493,211,0.01,0.4,0,0.023142005517689,0,0,0.940050958753545
500,28,472,187,0.05,0.4,0,2.0636347245909e-06,0,0,0.218551938933153
500,51,449,192,0.1,0.4,0,4.7576680735906e-12,0,0,0.102402498378651
500,164,336,134,0.3,0.4,0,1.3384183355549e-28,0,0,0.035260504952254
500,258,242,99,0.5,0.4,0,1.29538136825698e-37,0,0,0.0216263689817149
500,3,497,115,0.01,0.2,0.4,0.544287611367314,1.67785001971673,0.0282279824644644,32.5332699083292
500,27,473,92,0.05,0.2,0.4,0.0184385896998006,2.79732989014646,1.10258082560794,6.74672874863152
500,63,437,127,0.1,0.2,0.4,0.0194229453905493,1.9924678909982,1.09163505300787,3.58076894099957
500,141,359,127,0.3,0.2,0.4,0.000149193098972109,2.31527982030813,1.4768729951091,3.62447174362049
